age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,deposit
27.0,services,single,secondary,no,353.0,yes,no,cellular,15,may,663,1.0,-1.0,0.0,,yes
28.0,,single,secondary,no,341.0,yes,no,cellular,15,may,437,3.0,347.0,3.0,other,yes
41.19940781232206,entrepreneur,married,tertiary,yes,-172.0,yes,no,,15,may,562,2.0,-1.0,0.0,unknown,yes
60.0,retired,divorced,secondary,no,-639.0,yes,no,cellular,15,may,585,2.506902761104442,-1.0,0.0,unknown,yes
41.19940781232206,student,single,secondary,no,864.0,yes,no,cellular,15,may,659,1.0,-1.0,0.0,unknown,yes
41.19940781232206,management,married,secondary,no,134.0,yes,yes,cellular,15,may,532,3.0,-1.0,0.0,unknown,yes
41.19940781232206,admin.,single,secondary,no,1547.4035487351637,no,no,cellular,15,may,837,2.506902761104442,-1.0,0.0,unknown,yes
25.0,admin.,single,secondary,no,1547.4035487351637,yes,no,cellular,15,may,832,1.0,367.0,3.0,failure,yes
48.0,blue-collar,married,secondary,no,480.0,yes,no,cellular,15,may,830,1.0,50.90867718446602,2.0,failure,yes
37.0,entrepreneur,single,,no,-22.0,yes,no,cellular,15,may,317,1.0,-1.0,0.0,unknown,yes
39.0,admin.,divorced,,no,878.0,yes,no,cellular,15,may,611,5.0,-1.0,0.8330083837005264,unknown,yes
40.0,admin.,,secondary,no,1547.4035487351637,yes,no,cellular,15,may,432,1.0,176.0,1.0,failure,yes
31.0,management,single,tertiary,no,2734.0,yes,no,cellular,15,may,858,3.0,-1.0,0.0,unknown,yes
41.19940781232206,admin.,divorced,secondary,no,241.0,yes,no,,15,may,1012,3.0,-1.0,0.0,unknown,yes
51.0,blue-collar,married,primary,no,129.0,yes,no,cellular,15,may,611,2.0,50.90867718446602,0.0,,yes
41.19940781232206,management,single,,no,41.0,yes,no,cellular,15,may,885,3.0,352.0,2.0,other,yes
32.0,management,married,tertiary,no,3387.0,yes,no,cellular,15,may,1111,5.0,-1.0,0.0,unknown,yes
41.19940781232206,admin.,single,secondary,no,148.0,yes,no,cellular,15,may,1357,2.506902761104442,50.90867718446602,2.0,,yes
36.0,blue-collar,,secondary,no,1547.4035487351637,yes,no,cellular,15,may,709,5.0,-1.0,0.0,unknown,yes
38.0,self-employed,,tertiary,no,5774.0,yes,no,cellular,15,may,406,4.0,359.0,5.0,other,yes
36.0,services,single,secondary,no,1547.4035487351637,yes,no,cellular,15,may,1002,2.506902761104442,50.90867718446602,0.0,,yes
40.0,,married,primary,no,1841.0,yes,no,cellular,15,may,880,4.0,-1.0,0.8330083837005264,unknown,yes
41.19940781232206,blue-collar,married,primary,no,2120.0,yes,no,cellular,15,may,655,3.0,175.0,4.0,failure,yes
51.0,management,single,tertiary,no,297.0,yes,no,cellular,15,may,415,4.0,375.0,1.0,failure,yes
34.0,services,divorced,secondary,no,89.0,yes,no,,15,may,1871,4.0,-1.0,0.0,unknown,yes
56.0,,married,primary,no,827.0,yes,no,telephone,15,may,462,4.0,-1.0,0.0,,yes
35.0,,married,secondary,no,1547.4035487351637,yes,yes,cellular,15,may,1313,2.506902761104442,312.0,1.0,failure,yes
41.19940781232206,technician,married,,no,3743.0,yes,no,cellular,18,may,722,4.0,-1.0,0.0,unknown,yes
39.0,services,,secondary,no,1547.4035487351637,yes,no,cellular,18,may,1032,2.0,-1.0,0.0,,yes
29.0,blue-collar,married,secondary,no,-493.0,yes,no,cellular,18,may,536,2.0,334.0,4.0,failure,yes
41.19940781232206,management,,tertiary,no,62.0,yes,no,cellular,18,may,473,3.0,-1.0,0.0,unknown,yes
40.0,admin.,single,secondary,no,2040.0,yes,no,cellular,18,may,906,2.0,350.0,2.0,,yes
22.0,,,secondary,no,344.0,yes,no,cellular,18,may,347,1.0,-1.0,0.0,,yes
41.19940781232206,technician,single,secondary,no,230.0,yes,no,cellular,18,may,442,1.0,50.90867718446602,8.0,failure,yes
33.0,admin.,,,no,1277.0,yes,no,cellular,18,may,827,1.0,-1.0,0.0,unknown,yes
29.0,blue-collar,married,,no,104.0,yes,no,cellular,18,may,903,4.0,-1.0,0.0,,yes
41.19940781232206,,single,secondary,no,706.0,yes,no,cellular,18,may,1340,2.506902761104442,-1.0,0.0,unknown,yes
41.19940781232206,blue-collar,,secondary,no,1547.4035487351637,yes,yes,cellular,18,may,487,1.0,-1.0,0.8330083837005264,unknown,yes
41.19940781232206,,single,secondary,no,239.0,yes,no,cellular,18,may,666,1.0,360.0,1.0,success,yes
27.0,blue-collar,,secondary,no,513.0,yes,yes,cellular,18,may,351,2.506902761104442,-1.0,0.0,unknown,yes
32.0,management,,tertiary,no,1547.4035487351637,yes,no,cellular,18,may,357,1.0,-1.0,0.0,,yes
30.0,,,secondary,no,5909.0,yes,no,cellular,18,may,420,2.0,-1.0,0.0,,yes
27.0,services,single,secondary,no,-195.0,yes,no,cellular,18,may,391,1.0,-1.0,0.0,unknown,yes
41.19940781232206,,married,secondary,no,3917.0,yes,no,cellular,18,may,565,1.0,-1.0,0.0,unknown,yes
28.0,,,secondary,no,352.0,yes,yes,cellular,18,may,431,1.0,-1.0,0.0,unknown,yes
29.0,technician,single,tertiary,no,1547.4035487351637,yes,no,cellular,18,may,373,1.0,-1.0,0.8330083837005264,unknown,yes
41.19940781232206,retired,divorced,tertiary,no,1547.4035487351637,no,no,cellular,18,may,616,1.0,370.0,1.0,success,yes
25.0,blue-collar,single,,no,1547.4035487351637,yes,no,cellular,18,may,504,1.0,-1.0,0.8330083837005264,unknown,yes
36.0,,single,secondary,no,1015.0,yes,no,cellular,18,may,1008,1.0,347.0,2.0,success,yes
27.0,blue-collar,,unknown,no,409.0,yes,no,cellular,18,may,525,1.0,-1.0,0.8330083837005264,unknown,yes
25.0,services,single,secondary,no,1119.0,yes,no,cellular,18,may,1063,1.0,-1.0,0.0,,yes
32.0,,,primary,no,12198.0,yes,no,cellular,18,may,178,1.0,-1.0,0.0,unknown,yes
33.0,,,tertiary,no,1547.4035487351637,yes,no,cellular,18,may,525,2.506902761104442,-1.0,0.0,unknown,yes
38.0,entrepreneur,married,tertiary,no,170.0,yes,no,cellular,18,may,442,1.0,50.90867718446602,0.0,unknown,yes
41.19940781232206,technician,divorced,,no,-357.0,yes,yes,cellular,18,may,618,1.0,355.0,2.0,failure,yes
41.19940781232206,,single,secondary,no,2145.0,yes,no,cellular,18,may,727,2.506902761104442,-1.0,0.0,unknown,yes
32.0,blue-collar,,,no,-454.0,yes,yes,cellular,18,may,801,5.0,355.0,2.0,failure,yes
41.19940781232206,blue-collar,single,primary,no,-887.0,yes,no,cellular,18,may,827,2.0,50.90867718446602,0.0,unknown,yes
25.0,blue-collar,single,primary,no,292.0,yes,yes,cellular,18,may,1027,2.0,-1.0,0.0,unknown,yes
41.19940781232206,blue-collar,,secondary,no,139.0,yes,yes,cellular,18,may,732,2.0,291.0,0.8330083837005264,failure,yes
32.0,technician,single,tertiary,no,2684.0,yes,no,cellular,18,may,542,2.0,-1.0,0.0,unknown,yes
41.19940781232206,blue-collar,married,primary,no,-1.0,yes,no,cellular,18,may,1057,6.0,50.90867718446602,1.0,,yes
29.0,management,,tertiary,no,1387.0,yes,no,,18,may,256,2.0,-1.0,0.0,unknown,yes
28.0,self-employed,married,secondary,no,-522.0,yes,yes,cellular,18,may,638,2.506902761104442,50.90867718446602,0.0,unknown,yes
38.0,technician,single,,no,1547.4035487351637,yes,no,cellular,18,may,1173,3.0,278.0,6.0,,yes
41.19940781232206,services,single,secondary,no,719.0,yes,no,cellular,18,may,1359,3.0,368.0,3.0,,yes
28.0,admin.,single,,no,0.0,yes,yes,cellular,18,may,390,5.0,-1.0,0.0,unknown,yes
29.0,unemployed,single,tertiary,no,1547.4035487351637,yes,no,cellular,18,may,642,3.0,298.0,6.0,success,yes
20.0,,single,,no,76.0,yes,no,cellular,18,may,639,2.506902761104442,-1.0,0.0,unknown,yes
45.0,admin.,,secondary,no,397.0,yes,yes,cellular,22,may,582,1.0,95.0,2.0,success,yes
37.0,management,,,no,3723.0,no,no,cellular,22,may,354,1.0,50.90867718446602,0.0,unknown,yes
32.0,technician,,tertiary,no,1625.0,no,no,cellular,22,may,796,1.0,109.0,1.0,failure,yes
59.0,admin.,married,secondary,no,1547.4035487351637,no,no,cellular,22,may,186,1.0,-1.0,0.0,,yes
41.19940781232206,services,married,secondary,no,1543.0,yes,no,cellular,22,may,298,1.0,10.0,6.0,failure,yes
59.0,management,,tertiary,no,2239.0,no,no,,22,may,431,1.0,-1.0,0.0,unknown,yes
27.0,technician,divorced,secondary,no,1977.0,yes,no,,22,may,449,1.0,-1.0,0.0,unknown,yes
41.19940781232206,management,single,tertiary,no,0.0,yes,no,cellular,22,may,271,1.0,93.0,3.0,success,yes
41.19940781232206,,married,secondary,no,1547.4035487351637,no,no,cellular,22,may,271,1.0,183.0,3.0,failure,yes
39.0,,married,secondary,no,116.0,no,no,cellular,22,may,554,2.0,50.90867718446602,0.0,unknown,yes
26.0,,single,secondary,no,620.0,no,no,cellular,22,may,223,2.506902761104442,94.0,1.0,,yes
39.0,management,,tertiary,no,1547.4035487351637,no,no,cellular,22,may,182,2.0,-1.0,0.0,unknown,yes
43.0,,divorced,unknown,no,1547.4035487351637,no,no,cellular,22,may,460,1.0,95.0,2.0,success,yes
27.0,student,,tertiary,no,3733.0,yes,no,cellular,22,may,198,1.0,98.0,0.8330083837005264,success,yes
32.0,services,single,secondary,no,1547.4035487351637,no,no,cellular,22,may,148,2.0,-1.0,0.0,unknown,yes
29.0,management,,,no,428.0,no,no,cellular,22,may,293,2.0,-1.0,0.0,unknown,yes
42.0,management,married,primary,no,5310.0,yes,no,cellular,22,may,545,2.0,50.90867718446602,1.0,,yes
53.0,,,unknown,no,1547.4035487351637,no,no,telephone,22,may,231,2.506902761104442,-1.0,0.0,unknown,yes
41.19940781232206,management,married,tertiary,no,255.0,no,no,cellular,22,may,970,2.506902761104442,92.0,2.0,,yes
27.0,management,single,tertiary,no,616.0,yes,no,,22,may,685,1.0,101.0,1.0,other,yes
43.0,admin.,,secondary,no,733.0,yes,no,cellular,25,may,282,1.0,187.0,3.0,success,yes
60.0,retired,divorced,tertiary,no,439.0,no,yes,cellular,25,may,464,1.0,50.90867718446602,1.0,failure,yes
29.0,technician,single,,no,590.0,no,no,cellular,25,may,124,1.0,-1.0,0.0,,yes
41.19940781232206,blue-collar,single,tertiary,no,1547.4035487351637,no,no,cellular,25,may,421,1.0,50.90867718446602,0.0,unknown,yes
26.0,student,single,unknown,no,689.0,no,no,cellular,25,may,678,2.0,-1.0,0.0,unknown,yes
41.19940781232206,,single,tertiary,no,386.0,no,no,cellular,25,may,867,1.0,-1.0,0.8330083837005264,unknown,yes
28.0,technician,single,tertiary,no,0.0,yes,no,cellular,25,may,269,1.0,40.0,2.0,failure,yes
41.19940781232206,management,single,tertiary,no,1547.4035487351637,no,no,cellular,25,may,915,2.0,-1.0,0.0,unknown,yes
40.0,technician,married,secondary,no,312.0,no,no,cellular,25,may,612,7.0,-1.0,0.0,unknown,yes
24.0,blue-collar,single,secondary,no,167.0,no,yes,cellular,25,may,288,1.0,96.0,2.0,success,yes
56.0,retired,divorced,tertiary,no,1547.4035487351637,no,no,cellular,25,may,1064,1.0,50.90867718446602,0.0,unknown,yes
41.19940781232206,management,single,,no,5086.0,no,no,cellular,25,may,213,4.0,-1.0,0.0,unknown,yes
28.0,admin.,single,secondary,no,1547.4035487351637,yes,no,,25,may,226,1.0,-1.0,0.8330083837005264,unknown,yes
37.0,services,married,secondary,no,466.0,yes,yes,cellular,25,may,377,2.506902761104442,-1.0,0.0,unknown,yes
32.0,services,single,secondary,no,152.0,yes,no,cellular,25,may,158,2.0,-1.0,0.0,unknown,yes
43.0,technician,divorced,secondary,no,1612.0,no,no,cellular,25,may,262,2.506902761104442,353.0,1.0,other,yes
36.0,,,tertiary,no,1547.4035487351637,yes,yes,,25,may,117,2.0,21.0,3.0,failure,yes
35.0,technician,,secondary,no,27.0,yes,no,cellular,25,may,214,1.0,305.0,1.0,other,yes
29.0,technician,single,secondary,no,6.0,no,no,cellular,25,may,315,1.0,50.90867718446602,0.0,unknown,yes
27.0,student,single,secondary,no,253.0,no,no,cellular,25,may,242,2.0,-1.0,0.0,unknown,yes
41.19940781232206,technician,,,no,705.0,yes,no,cellular,25,may,414,2.0,50.90867718446602,4.0,failure,yes
41.19940781232206,,single,tertiary,no,109.0,yes,yes,cellular,25,may,601,2.0,10.0,7.0,failure,yes
24.0,student,single,secondary,no,23878.0,no,no,cellular,26,may,133,1.0,97.0,0.8330083837005264,success,yes
58.0,technician,married,secondary,no,3399.0,no,no,cellular,26,may,1078,1.0,97.0,7.0,other,yes
43.0,,married,tertiary,no,1547.4035487351637,no,no,cellular,26,may,640,1.0,50.90867718446602,0.0,,yes
41.19940781232206,management,,tertiary,no,243.0,no,no,cellular,26,may,482,1.0,-1.0,0.0,unknown,yes
31.0,,single,,no,1547.4035487351637,no,no,cellular,26,may,91,1.0,50.90867718446602,2.0,other,yes
41.19940781232206,management,single,,no,1547.4035487351637,no,no,cellular,26,may,176,1.0,-1.0,0.0,unknown,yes
41.19940781232206,retired,married,,no,2714.0,no,no,cellular,26,may,165,1.0,287.0,2.0,failure,yes
48.0,management,divorced,tertiary,no,17964.0,yes,no,cellular,26,may,208,2.0,96.0,3.0,,yes
60.0,retired,married,tertiary,no,846.0,no,no,telephone,26,may,1346,1.0,-1.0,0.0,unknown,yes
25.0,student,,tertiary,no,1547.4035487351637,no,no,cellular,26,may,390,1.0,-1.0,0.0,unknown,yes
26.0,student,single,secondary,no,100.0,no,no,cellular,26,may,445,1.0,-1.0,0.0,unknown,yes
25.0,student,single,secondary,no,304.0,no,no,cellular,26,may,226,2.0,-1.0,0.0,unknown,yes
41.19940781232206,student,,tertiary,no,39.0,no,no,cellular,26,may,396,3.0,-1.0,0.0,unknown,yes
32.0,management,,tertiary,no,312.0,no,no,cellular,26,may,208,2.0,98.0,2.0,success,yes
25.0,admin.,married,,no,906.0,no,no,cellular,26,may,253,1.0,-1.0,0.0,unknown,yes
41.19940781232206,admin.,,secondary,no,524.0,no,no,cellular,26,may,185,1.0,-1.0,0.0,unknown,yes
41.0,self-employed,,tertiary,no,1081.0,no,no,cellular,27,may,229,2.506902761104442,50.90867718446602,0.0,unknown,yes
41.19940781232206,admin.,single,secondary,no,983.0,yes,no,cellular,27,may,189,2.0,50.90867718446602,0.0,,yes
47.0,admin.,divorced,secondary,no,2232.0,no,no,cellular,27,may,439,1.0,103.0,1.0,success,yes
37.0,admin.,married,secondary,no,1967.0,no,no,cellular,27,may,242,1.0,212.0,1.0,success,yes
34.0,admin.,married,secondary,no,1406.0,yes,no,cellular,27,may,145,1.0,-1.0,0.8330083837005264,unknown,yes
28.0,admin.,,secondary,no,157.0,no,no,cellular,27,may,155,3.0,-1.0,0.0,unknown,yes
24.0,admin.,,tertiary,no,0.0,yes,no,cellular,27,may,122,2.0,-1.0,0.0,unknown,yes
26.0,admin.,single,secondary,no,2509.0,no,no,cellular,27,may,776,2.506902761104442,97.0,0.8330083837005264,success,yes
41.19940781232206,technician,,secondary,no,1547.4035487351637,no,no,cellular,27,may,329,1.0,41.0,2.0,other,yes
54.0,retired,divorced,tertiary,no,1547.4035487351637,no,no,cellular,27,may,367,2.0,50.90867718446602,0.0,unknown,yes
44.0,management,,tertiary,no,7818.0,no,no,cellular,27,may,412,1.0,-1.0,0.0,,yes
56.0,admin.,single,,no,4118.0,no,no,telephone,27,may,165,1.0,-1.0,0.0,unknown,yes
25.0,admin.,single,tertiary,no,760.0,yes,no,cellular,27,may,223,3.0,89.0,2.0,failure,yes
41.19940781232206,student,,unknown,no,277.0,no,no,,27,may,311,2.506902761104442,-1.0,0.0,unknown,yes
50.0,management,married,tertiary,no,1547.4035487351637,no,no,cellular,28,may,513,9.0,-1.0,0.0,,yes
55.0,admin.,married,secondary,no,602.0,no,no,cellular,1,jun,324,3.0,90.0,2.0,success,yes
41.19940781232206,management,,tertiary,no,473.0,no,no,cellular,1,jun,295,1.0,-1.0,0.0,unknown,yes
41.19940781232206,,,tertiary,no,1167.0,yes,yes,cellular,1,jun,264,1.0,-1.0,0.0,unknown,yes
25.0,unemployed,,tertiary,no,343.0,no,no,cellular,1,jun,377,1.0,-1.0,0.0,unknown,yes
49.0,management,married,tertiary,no,1547.4035487351637,yes,no,cellular,1,jun,205,1.0,95.0,1.0,success,yes
41.19940781232206,technician,single,secondary,no,1199.0,no,no,cellular,1,jun,287,2.506902761104442,-1.0,0.0,,yes
38.0,housemaid,divorced,,no,70.0,no,no,cellular,1,jun,263,1.0,-1.0,0.0,unknown,yes
45.0,blue-collar,,secondary,no,1723.0,no,no,cellular,1,jun,166,2.0,50.90867718446602,0.0,unknown,yes
33.0,,married,,no,1323.0,no,no,cellular,1,jun,327,1.0,-1.0,0.0,unknown,yes
45.0,admin.,married,tertiary,no,1547.4035487351637,no,no,cellular,1,jun,69,2.506902761104442,293.0,7.0,failure,yes
26.0,management,single,secondary,no,2613.0,no,no,cellular,1,jun,326,1.0,-1.0,0.0,unknown,yes
41.19940781232206,admin.,married,secondary,no,1547.4035487351637,no,no,cellular,1,jun,1460,1.0,-1.0,0.0,unknown,yes
25.0,,,secondary,no,1547.4035487351637,no,no,cellular,1,jun,1048,1.0,-1.0,0.0,unknown,yes
53.0,technician,married,,no,284.0,no,no,,1,jun,781,1.0,-1.0,0.0,unknown,yes
43.0,management,,tertiary,no,1059.0,no,yes,cellular,1,jun,335,2.0,-1.0,0.0,unknown,yes
49.0,technician,married,secondary,no,1684.0,no,yes,cellular,1,jun,412,2.0,-1.0,0.8330083837005264,unknown,yes
54.0,management,married,,no,534.0,no,no,cellular,1,jun,177,2.0,-1.0,0.0,unknown,yes
47.0,technician,married,secondary,no,1547.4035487351637,no,no,cellular,1,jun,251,1.0,90.0,1.0,success,yes
34.0,blue-collar,married,,no,262.0,no,no,,1,jun,339,1.0,-1.0,0.0,,yes
54.0,services,divorced,,no,0.0,no,no,cellular,1,jun,174,1.0,81.0,2.0,success,yes
43.0,management,,tertiary,no,2367.0,no,no,cellular,1,jun,114,1.0,38.0,0.8330083837005264,other,yes
23.0,services,single,secondary,no,31.0,no,no,cellular,1,jun,192,2.506902761104442,-1.0,0.0,unknown,yes
41.19940781232206,,married,tertiary,no,3842.0,no,no,cellular,1,jun,215,2.0,-1.0,0.0,unknown,yes
30.0,self-employed,,tertiary,no,3343.0,no,no,,1,jun,235,1.0,-1.0,0.0,,yes
38.0,,single,secondary,no,804.0,no,no,,1,jun,1087,1.0,-1.0,0.0,,yes
34.0,student,single,unknown,no,1011.0,no,no,,1,jun,253,2.506902761104442,50.90867718446602,0.0,,yes
41.19940781232206,admin.,single,secondary,no,-528.0,yes,yes,cellular,1,jun,1144,2.0,-1.0,0.0,unknown,yes
27.0,management,single,tertiary,no,1840.0,no,no,cellular,1,jun,220,1.0,28.0,8.0,other,yes
40.0,blue-collar,married,secondary,no,1451.0,no,no,cellular,1,jun,314,2.506902761104442,-1.0,0.8330083837005264,unknown,yes
47.0,management,married,tertiary,no,2351.0,no,no,cellular,2,jun,163,2.506902761104442,84.0,1.0,success,yes
26.0,management,single,tertiary,no,1623.0,no,no,cellular,2,jun,479,1.0,-1.0,0.0,unknown,yes
37.0,,married,secondary,no,597.0,no,no,cellular,2,jun,395,2.506902761104442,-1.0,0.0,unknown,yes
34.0,management,married,tertiary,no,611.0,no,no,cellular,2,jun,350,1.0,-1.0,0.0,unknown,yes
26.0,admin.,single,,no,313.0,no,yes,cellular,2,jun,199,1.0,50.90867718446602,2.0,success,yes
44.0,,,,no,1954.0,no,no,cellular,2,jun,294,1.0,-1.0,0.0,unknown,yes
29.0,management,single,tertiary,no,307.0,yes,no,cellular,2,jun,690,1.0,-1.0,0.0,,yes
40.0,unemployed,single,tertiary,no,7968.0,no,no,cellular,2,jun,596,1.0,-1.0,0.0,,yes
43.0,,married,secondary,no,2160.0,no,no,cellular,2,jun,169,1.0,-1.0,0.0,unknown,yes
52.0,technician,divorced,secondary,no,1005.0,yes,no,cellular,2,jun,195,1.0,-1.0,0.0,unknown,yes
38.0,admin.,,tertiary,no,1988.0,no,no,cellular,2,jun,103,1.0,67.0,4.0,success,yes
41.19940781232206,,divorced,secondary,no,1117.0,no,no,cellular,2,jun,417,1.0,50.90867718446602,0.0,unknown,yes
50.0,technician,married,secondary,no,1547.4035487351637,no,no,cellular,2,jun,160,2.506902761104442,50.90867718446602,0.0,unknown,yes
53.0,admin.,married,secondary,no,1547.4035487351637,no,no,telephone,2,jun,270,1.0,-1.0,0.0,,yes
41.19940781232206,services,,secondary,no,1376.0,yes,no,cellular,2,jun,271,2.0,92.0,4.0,,yes
49.0,technician,married,tertiary,no,1547.4035487351637,yes,no,cellular,2,jun,712,1.0,60.0,3.0,failure,yes
27.0,technician,single,,no,15161.0,no,no,cellular,2,jun,74,1.0,120.0,1.0,success,yes
32.0,admin.,married,tertiary,no,653.0,no,no,cellular,2,jun,84,1.0,-1.0,0.0,,yes
41.19940781232206,student,single,tertiary,no,64.0,no,no,cellular,2,jun,261,2.506902761104442,-1.0,0.0,unknown,yes
29.0,technician,single,secondary,no,1165.0,no,no,cellular,2,jun,245,1.0,-1.0,0.0,,yes
49.0,services,married,secondary,no,1547.4035487351637,yes,no,cellular,2,jun,263,1.0,368.0,3.0,failure,yes
46.0,blue-collar,married,secondary,no,1547.4035487351637,yes,no,cellular,2,jun,310,1.0,55.0,6.0,other,yes
57.0,blue-collar,married,primary,no,3109.0,no,no,cellular,2,jun,482,2.0,-1.0,0.0,unknown,yes
28.0,technician,single,tertiary,no,4987.0,no,no,cellular,2,jun,924,2.0,113.0,21.0,success,yes
41.19940781232206,entrepreneur,,tertiary,no,1547.4035487351637,no,no,cellular,2,jun,253,2.0,-1.0,0.0,unknown,yes
38.0,blue-collar,married,secondary,no,2467.0,no,no,cellular,2,jun,192,1.0,-1.0,0.0,unknown,yes
49.0,,married,tertiary,no,5887.0,no,no,cellular,2,jun,181,3.0,293.0,2.0,failure,yes
35.0,technician,,tertiary,no,1354.0,no,no,cellular,2,jun,250,2.0,-1.0,0.8330083837005264,unknown,yes
29.0,technician,married,,no,1547.4035487351637,yes,no,cellular,2,jun,163,1.0,55.0,2.0,,yes
52.0,technician,married,secondary,no,0.0,no,no,cellular,2,jun,541,3.0,-1.0,0.0,unknown,yes
41.19940781232206,unemployed,married,secondary,no,978.0,no,no,cellular,3,jun,262,2.0,71.0,1.0,success,yes
60.0,technician,married,secondary,no,294.0,no,no,telephone,3,jun,206,4.0,50.90867718446602,0.0,unknown,yes
41.19940781232206,self-employed,married,secondary,no,409.0,no,no,cellular,3,jun,115,2.0,50.90867718446602,0.8330083837005264,success,yes
27.0,admin.,single,secondary,no,1547.4035487351637,yes,yes,cellular,3,jun,592,4.0,-1.0,0.0,unknown,yes
55.0,entrepreneur,,secondary,no,27624.0,no,no,telephone,3,jun,437,1.0,-1.0,0.0,unknown,yes
41.19940781232206,,single,tertiary,no,3846.0,no,no,cellular,3,jun,313,2.0,-1.0,0.0,unknown,yes
42.0,blue-collar,,secondary,no,2913.0,no,no,cellular,3,jun,705,1.0,195.0,0.8330083837005264,failure,yes
33.0,management,,tertiary,no,2240.0,no,no,cellular,3,jun,198,1.0,50.90867718446602,0.8330083837005264,unknown,yes
29.0,blue-collar,married,primary,no,5.0,no,no,cellular,3,jun,321,1.0,-1.0,0.0,unknown,yes
41.19940781232206,,married,secondary,no,150.0,no,no,cellular,3,jun,296,4.0,-1.0,0.0,unknown,yes
31.0,technician,single,tertiary,no,882.0,no,no,cellular,3,jun,411,1.0,-1.0,0.0,unknown,yes
60.0,management,divorced,tertiary,no,366.0,no,no,cellular,3,jun,593,1.0,-1.0,0.0,unknown,yes
41.19940781232206,student,single,,no,1189.0,no,no,cellular,3,jun,165,1.0,-1.0,0.0,unknown,yes
45.0,,married,,no,1547.4035487351637,yes,no,cellular,3,jun,224,2.0,-1.0,0.0,unknown,yes
41.19940781232206,management,single,tertiary,no,637.0,yes,no,cellular,3,jun,340,2.506902761104442,50.90867718446602,0.8330083837005264,failure,yes
55.0,,divorced,tertiary,no,2383.0,no,no,cellular,3,jun,591,2.0,-1.0,0.0,unknown,yes
26.0,technician,,,no,1231.0,yes,no,cellular,3,jun,385,2.0,96.0,5.0,success,yes
30.0,management,,tertiary,no,3340.0,no,no,cellular,3,jun,238,3.0,-1.0,0.0,,yes
54.0,admin.,,secondary,no,200.0,no,no,,3,jun,170,1.0,-1.0,0.0,unknown,yes
39.0,blue-collar,single,tertiary,no,48.0,no,no,cellular,3,jun,539,1.0,-1.0,0.0,unknown,yes
26.0,management,single,tertiary,no,2786.0,no,no,cellular,3,jun,300,2.506902761104442,72.0,1.0,success,yes
41.19940781232206,retired,married,secondary,no,5313.0,no,no,cellular,3,jun,200,1.0,-1.0,0.0,unknown,yes
41.19940781232206,unemployed,married,,no,201.0,no,no,cellular,3,jun,699,1.0,50.90867718446602,1.0,failure,yes
25.0,blue-collar,single,secondary,no,1547.4035487351637,no,no,cellular,3,jun,837,2.506902761104442,-1.0,0.0,unknown,yes
43.0,blue-collar,married,primary,no,3917.0,no,no,cellular,3,jun,725,2.0,93.0,1.0,success,yes
32.0,blue-collar,,secondary,no,889.0,yes,no,cellular,3,jun,1076,2.0,85.0,3.0,other,yes
43.0,management,divorced,tertiary,no,481.0,yes,no,cellular,3,jun,187,1.0,20.0,0.8330083837005264,,yes
50.0,management,divorced,tertiary,no,810.0,no,no,cellular,4,jun,510,3.0,-1.0,0.0,unknown,yes
35.0,services,married,secondary,no,52.0,yes,no,cellular,4,jun,328,2.0,94.0,4.0,success,yes
37.0,management,married,tertiary,no,108.0,yes,yes,cellular,4,jun,262,2.0,-1.0,0.0,unknown,yes
42.0,,,secondary,no,1547.4035487351637,no,no,cellular,4,jun,207,1.0,-1.0,0.0,unknown,yes
27.0,management,married,secondary,no,1547.4035487351637,no,no,cellular,4,jun,449,1.0,-1.0,0.0,unknown,yes
27.0,services,,secondary,no,1547.4035487351637,no,no,cellular,4,jun,182,1.0,-1.0,0.0,,yes
41.19940781232206,management,,tertiary,no,1547.4035487351637,no,no,cellular,4,jun,224,1.0,-1.0,0.8330083837005264,unknown,yes
29.0,student,single,secondary,no,1547.4035487351637,no,no,cellular,4,jun,400,1.0,-1.0,0.0,unknown,yes
41.19940781232206,student,single,secondary,no,132.0,no,no,,4,jun,217,1.0,-1.0,0.0,unknown,yes
39.0,admin.,single,tertiary,no,1547.4035487351637,no,no,cellular,4,jun,160,1.0,-1.0,0.0,unknown,yes
41.0,services,,secondary,no,0.0,yes,yes,cellular,4,jun,352,2.0,122.0,0.8330083837005264,failure,yes
29.0,management,married,,no,205.0,no,no,cellular,4,jun,787,1.0,-1.0,0.0,,yes
41.19940781232206,technician,single,tertiary,no,317.0,yes,no,cellular,4,jun,323,1.0,80.0,14.0,other,yes
32.0,management,married,tertiary,no,1547.4035487351637,no,no,cellular,4,jun,160,1.0,119.0,2.0,other,yes
30.0,management,married,,no,419.0,yes,no,,4,jun,194,2.506902761104442,-1.0,0.0,unknown,yes
38.0,,single,secondary,no,1130.0,no,no,,4,jun,96,2.0,98.0,1.0,success,yes
55.0,admin.,married,secondary,no,1547.4035487351637,no,no,cellular,4,jun,94,2.0,-1.0,0.0,unknown,yes
25.0,admin.,,secondary,no,1871.0,no,no,cellular,4,jun,136,1.0,-1.0,0.0,unknown,yes
38.0,entrepreneur,,secondary,no,1190.0,yes,no,cellular,4,jun,81,2.0,391.0,0.8330083837005264,failure,yes
35.0,,married,,no,563.0,no,yes,cellular,4,jun,147,1.0,119.0,3.0,failure,yes
